id,category_id,sort_order,name_ja,name_en,name_zh,name_ko
natural-science-010,natural-science,10,生物物理、化学物理、ソフトマターの物理,"Biophysics, chemical physics and soft matter physics",生物物理、化学物理、软物质物理,생물물리·화학물리·소프트매터물리
natural-science-011,natural-science,11,素粒子、原子核、宇宙線、宇宙物理にする理論,"Theoretical studies related to particle-, nuclear-, cosmic ray and astro-physics",粒子、原子核、宇宙线、宇宙物理相关理论,소립자·원자핵·우주선·우주물리 관련 이론
natural-science-012,natural-science,12,素粒子、原子核、宇宙線、宇宙物理にする実験,"Experimental studies related to particle-, nuclear-, cosmic ray and astro-physics",粒子、原子核、宇宙线、宇宙物理相关实验,소립자·원자핵·우주선·우주물리 관련 실험
natural-science-013,natural-science,13,天文学,Astronomy,天文学,천문학
natural-science-014,natural-science,14,宇宙惑星科学,Space and planetary sciences,宇宙行星科学,우주행성과학
natural-science-015,natural-science,15,大気水圏科学,Atmospheric and hydrospheric sciences,大气水圈科学,대기수권과학
natural-science-016,natural-science,16,地球人間圏科学,Human geosciences,地球人类圈科学,지구인간권과학
natural-science-017,natural-science,17,固体地球科学,Solid earth sciences,固体地球科学,고체지구과학
natural-science-018,natural-science,18,地球生命科学,Biogeosciences,地球生命科学,지구생명과학
others-001,others,1,その他,Others,其他,기타
